number,name_stopping,clean_name,pos_vys,po_treb,changed,longitude,latitude
2664,ПОЛИКЛИНИКА № 96,ПОЛИКЛИНИКА № 96,,False,False,30.381154,60.043666
2665,"НИЗИНО, ЦЕНТРАЛЬНАЯ УЛ., 5","НИЗИНО, ЦЕНТРАЛЬНАЯ УЛ., 5",,False,False,29.87844,59.83642
2666,ПОЛИКЛИНИКА № 107,ПОЛИКЛИНИКА № 107,,False,False,30.500109,59.950771
2667,КУЗНЕЦОВСКАЯ УЛ.,КУЗНЕЦОВСКАЯ УЛ.,,False,False,30.305352,59.871264
2668,5-Я ЛИНИЯ,5-Я ЛИНИЯ,,False,False,30.33307,59.736351
2669,ПОЛИТЕХНИЧЕСКИЙ ИНСТИТУТ,ПОЛИТЕХНИЧЕСКИЙ ИНСТИТУТ,,False,False,30.38814,60.00365
2670,ПОЛИКЛИНИКА № 99,ПОЛИКЛИНИКА № 99,,False,False,30.34542,60.055603
2671,ДОРОГА НА БЕЛЬВЕДЕР,ДОР. НА БЕЛЬВЕДЕР,,False,True,29.87657,59.84512
2672,5-Я ЛИНИЯ,5-Я ЛИНИЯ,,False,False,30.333713,59.735843
2673,ПОКЛОННАЯ ГОРА,ПОКЛОННАЯ ГОРА,,False,False,30.320665,60.032054
2674,ПЛОЩАДЬ ТУРГЕНЕВА,ПЛ. ТУРГЕНЕВА,,False,True,30.288062,59.918617
2675,"НИЗИНО, ПОДГОРНАЯ УЛ.","НИЗИНО, ПОДГОРНАЯ УЛ.",,False,False,29.87729,59.83288
2676,ПОЛЕВАЯ САБИРОВСКАЯ УЛ.,ПОЛЕВАЯ САБИРОВСКАЯ УЛ.,,False,False,30.271294,59.999101
2677,ПОЛЕВАЯ УЛ.,ПОЛЕВАЯ УЛ.,,False,False,30.140726,59.786178
2678,"НИЗИНО, ЦЕНТРАЛЬНАЯ УЛ., 5","НИЗИНО, ЦЕНТРАЛЬНАЯ УЛ., 5",,False,False,29.8782,59.836433
2679,ПЛОЩАДЬ РЕПИНА,ПЛ. РЕПИНА,,False,True,30.279654,59.91714
2680,"НИЗИНО, 5","НИЗИНО, 5",,False,False,29.875474,59.828394
2681,"НИЗИНО, 5","НИЗИНО, 5",,False,False,29.87507,59.82844
2682,"САДОВОДСТВО ""ВОЛХОНСКОЕ""","САДОВОДСТВО ""ВОЛХОНСКОЕ""",,False,False,30.326793,59.738271
2683,"СТ.М.""НАРВСКАЯ""","СТ. МЕТРО ""НАРВСКАЯ""",,False,True,30.274003,59.89998
2684,"НИЗИНО, ПОДГОРНАЯ УЛ.","НИЗИНО, ПОДГОРНАЯ УЛ.",,False,False,29.87707,59.832931
2685,ПЛОЩАДЬ КОНСТИТУЦИИ,ПЛ. КОНСТИТУЦИИ,,False,True,30.307389,59.852038
2686,САНИНО,САНИНО,,False,False,29.89826,59.84112
2687,ПЛ. КАЛИНИНА,ПЛ. КАЛИНИНА,,False,False,30.387065,59.971236
2688,ПЛОЩАДЬ ПОБЕДЫ,ПЛ. ПОБЕДЫ,,False,True,30.320215,59.842782
2689,ЖИЛГОРОДОК,ЖИЛГОРОДОК,,False,False,29.89104,59.82573
2690,ЖИЛГОРОДОК,ЖИЛГОРОДОК,,False,False,29.89127,59.82563
2691,ПОЭТИЧЕСКИЙ БУЛЬВАР,ПОЭТИЧЕСКИЙ БУЛЬВ.,,False,True,30.349092,60.043017
2692,"ПР. АВИАКОНСТРУКТОРОВ,УГ. ШУВАЛОВСКОГО ПР.","ПР. АВИАКОНСТРУКТОРОВ, УГ. ШУВАЛОВСКОГО ПР.",,False,True,30.228141,60.025558
2693,ЖЕЛЕЗНОДОРОЖНЫЙ ПЕРЕЕЗД,ЖЕЛЕЗНОДОРОЖНЫЙ ПЕРЕЕЗД,,False,False,29.922938,59.86377
2694,ПР. БОЛЬШЕВИКОВ,ПР. БОЛЬШЕВИКОВ,,False,False,30.48942,59.885486
2695,"ПР. БОЛЬШЕВИКОВ,33","ПР. БОЛЬШЕВИКОВ, 33",,False,True,30.491846,59.895355
2696,УНИВЕРСАМ,УНИВЕРСАМ,,False,False,29.86752,59.86896
2697,"ПОС.""КРАСНАЯ ЗАРЯ ""","ПОС. ""КРАСНАЯ ЗАРЯ""",,False,True,30.562894,59.838009
2698,ПОТЕМКИНСКАЯ УЛ.,ПОТЁМКИНСКАЯ УЛ.,,False,True,30.368341,59.943625
2699,ПР. ЮРИЯ ГАГАРИНА,ПР. ЮРИЯ ГАГАРИНА,,False,False,30.33315,59.836654
2700,ПОЧТОВЫЙ ПЕР.,ПОЧТОВЫЙ ПЕР.,,False,False,30.054836,59.851301
2701,ГОРОДСКОЕ КЛАДБИЩЕ,ГОРОДСКОЕ КЛАДБИЩЕ,,False,False,29.87096,59.86117
2702,ПОС. ДЕТСКОСЕЛЬСКИЙ,ПОС. ДЕТСКОСЕЛЬСКИЙ,,False,False,30.465726,59.730866
2703,ГОРОДСКОЕ КЛАДБИЩЕ,ГОРОДСКОЕ КЛАДБИЩЕ,,False,False,29.87115,59.861367
2704,ПОС. ПРОСВЕЩЕНИЯ,ПОС. ПРОСВЕЩЕНИЯ,,False,False,29.863086,59.893894
2705,"УЛ. ШАХМАТОВА, УГ. БАБИГОНСКОГО ШОССЕ","УЛ. ШАХМАТОВА, УГ. БАБИГОНСКОГО ШОССЕ",,False,False,29.86478,59.86611
2706,ПОЛТАВСКАЯ УЛ.,ПОЛТАВСКАЯ УЛ.,,False,False,30.372361,59.928115
2707,"ПОС. САШИНО, 1","ПОС. САШИНО, 1",,False,False,29.875088,59.852688
2708,ДОРОГА НА БЕЛЬВЕДЕР,ДОР. НА БЕЛЬВЕДЕР,,False,True,29.876375,59.845079
2709,ПОЛЮСТРОВСКИЙ ПР.,ПОЛЮСТРОВСКИЙ ПР.,,False,False,30.40761,59.963356
2710,"ПОС. САШИНО, 1","ПОС. САШИНО, 1",,False,False,29.87471,59.85265
2711,"САДОВОДСТВО ""ВОЛХОНСКОЕ""","САДОВОДСТВО ""ВОЛХОНСКОЕ""",,False,False,30.325195,59.739185
2712,УЛ. ТАНКИСТА ХРУСТИЦКОГО,УЛ. ТАНКИСТА ХРУСТИЦКОГО,,False,False,30.259266,59.833371
2713,ПЕРЕЕЗД,ПЕРЕЕЗД,,False,False,30.65734,59.798723
2714,ПЕР. БОЙЦОВА,ПЕР. БОЙЦОВА,,False,False,30.310219,59.923652
2715,ПАРТИЗАНСКАЯ УЛ.,ПАРТИЗАНСКАЯ УЛ.,,False,False,30.436528,59.948295
2716,"МОСКОВСКИЙ ПР., 129","МОСКОВСКИЙ ПР., 129",,False,False,30.320206,59.884744
2717,ПАРКОВАЯ УЛ.,ПАРКОВАЯ УЛ.,,False,False,30.41057,59.7124
2718,"ПАРГОЛОВО,ТОРГОВЫЙ ЦЕНТР","ПАРГОЛОВО, ТОРГОВЫЙ ЦЕНТР",,False,True,30.263618,60.083222
2719,"БЛАГОДАТНАЯ УЛ., УГ. НОВОИЗМАЙЛОВСКОГО ПР.","БЛАГОДАТНАЯ УЛ., УГ. НОВОИЗМАЙЛОВСКОГО ПР.",,False,False,30.305577,59.875072
2720,КУЗНЕЦОВСКАЯ УЛ.,КУЗНЕЦОВСКАЯ УЛ.,,False,False,30.305877,59.872029
2721,ОРТОПЕДИЧЕСКИЙ ЦЕНТР,ОРТОПЕДИЧЕСКИЙ ЦЕНТР,,False,False,30.429758,59.977999
2722,ОРЛОВСКИЙ ПРУД,ОРЛОВСКИЙ ПРУД,,False,False,30.049291,59.851207
2723,ОРАНИЕНБАУМСКИЙ СПУСК,ОРАНИЕНБАУМСКИЙ СПУСК,,False,False,29.876873,59.888582
2724,ОРАНЖЕРЕЙНАЯ УЛ.УГ.ЛЕНИНГРАДСКОЙ УЛ.,"ОРАНЖЕРЕЙНАЯ УЛ., УГ. ЛЕНИНГРАДСКОЙ УЛ.",,False,True,30.416694,59.726972
2725,БАССЕЙНАЯ УЛ.,БАССЕЙНАЯ УЛ.,,False,False,30.305561,59.864871
2726,ВАРШАВСКАЯ УЛ.,ВАРШАВСКАЯ УЛ.,,False,False,30.312889,59.847728
2727,ОМСКАЯ УЛ.,ОМСКАЯ УЛ.,,False,False,30.318059,59.994902
2728,ОКТЯБРЬСКИЙ БУЛЬВАР,ОКТЯБРЬСКИЙ БУЛЬВ.,,False,True,30.41354,59.72331
2729,ВАРШАВСКАЯ УЛ.,ВАРШАВСКАЯ УЛ.,,False,False,30.31217,59.847876
2730,ПЛОЩАДЬ АВРОВА,ПЛ. АВРОВА,,False,True,29.921697,59.875022
2731,САНИНО,САНИНО,,False,False,29.89776,59.8405
2732,ПЛОЩАДЬ БЕХТЕРЕВА,ПЛ. БЕХТЕРЕВА,,False,True,30.399206,59.901328
2733,МЕЛЬНИЧНАЯ УЛ.,МЕЛЬНИЧНАЯ УЛ.,,False,False,29.90403,59.85381
2734,ПЛАНЕРНАЯ УЛ. УГ. КАМЫШОВОЙ УЛ.,"ПЛАНЕРНАЯ УЛ., УГ. КАМЫШОВОЙ УЛ.",,False,True,30.235865,60.006435
2735,МЕЛЬНИЧНАЯ УЛ.,МЕЛЬНИЧНАЯ УЛ.,,False,False,29.903476,59.853523
2736,ПЛОВДИВСКАЯ УЛ.,ПЛОВДИВСКАЯ УЛ.,,False,False,30.378031,59.839101
2737,ПИСКАРЁВСКОЕ МЕМОРИАЛЬНОЕ КЛАДБИЩЕ,ПИСКАРЁВСКОЕ МЕМОРИАЛЬНОЕ КЛАДБИЩЕ,,False,False,30.420177,59.993814
2738,ГАРАЖИ,ГАРАЖИ,,False,False,29.90617,59.85879
2739,ПЛАНЕРНАЯ УЛ.,ПЛАНЕРНАЯ УЛ.,,False,False,30.236978,60.007239
2740,ГАРАЖИ,ГАРАЖИ,,False,False,29.905837,59.858782
2741,ПИСКАРЁВСКИЙ ПР. УГ. ПР. М. БЛЮХЕРА,"ПИСКАРЁВСКИЙ ПР., УГ. ПР. МАРШАЛА БЛЮХЕРА",,False,True,30.417627,59.976537
2742,ЛУГОВОЙ ПАРК,ЛУГОВОЙ ПАРК,,False,False,29.90854,59.86354
2743,ЛУГОВОЙ ПАРК,ЛУГОВОЙ ПАРК,,False,False,29.907982,59.863522
2744,ПИСКАРЁВСКИЙ ПР.,ПИСКАРЁВСКИЙ ПР.,,False,False,30.420618,59.980429
2745,ПЕЧОРСКАЯ УЛ.,ПЕЧОРСКАЯ УЛ.,,False,False,30.406144,59.995177
2746,"САШИНСКАЯ УЛ., УГ. УЛ. ЛУИЗИНСКОЙ","САШИНСКАЯ УЛ., УГ. УЛ. ЛУИЗИНСКОЙ",,False,False,29.91858,59.8598
2747,ПИОНЕРСКАЯ УЛ.,ПИОНЕРСКАЯ УЛ.,,False,False,30.289887,59.957713
2748,"САШИНСКАЯ УЛ., УГ. УЛ. ЛУИЗИНСКОЙ","САШИНСКАЯ УЛ., УГ. УЛ. ЛУИЗИНСКОЙ",,False,False,29.918454,59.859935
2749,"ВОЗДУХОПЛАВАТЕЛЬНЫЙ ПАРК, Ж.-Д. ПЛАТФОРМА","Ж.-Д. ПЛАТФОРМА ""ВОЗДУХОПЛАВАТЕЛЬНЫЙ ПАРК""",,False,True,30.344574,59.892033
2750,ПЕТРО-СЛАВЯНКА,ПЕТРО-СЛАВЯНКА,,False,False,30.49526,59.78954
2751,ПЕТЕРГОФСКОЕ ШОССЕ,ПЕТЕРГОФСКОЕ ШОССЕ,,False,False,30.103052,59.852996
2752,"УЛ. ТАНКИСТА ХРУСТИЦКОГО, 4","УЛ. ТАНКИСТА ХРУСТИЦКОГО, 4",,False,False,30.246515,59.84108
2753,УЛ. ЛЕНИ ГОЛИКОВА,УЛ. ЛЁНИ ГОЛИКОВА,,False,True,30.253311,59.831885
2754,УЛ. ТАНКИСТА ХРУСТИЦКОГО,УЛ. ТАНКИСТА ХРУСТИЦКОГО,,False,False,30.25815,59.833398
2755,ПР. ЛУНАЧАРСКОГО,ПР. ЛУНАЧАРСКОГО,,False,False,30.418489,60.02357
2756,УЛ. ФЕДЮНИНСКОГО ПО УЛ. ПОБЕДЫ,УЛ. ФЕДЮНИНСКОГО (ПО УЛ. ПОБЕДЫ),,False,True,29.770621,59.903034
2757,"ПР. ЛУНАЧАРСКОГО,86","ПР. ЛУНАЧАРСКОГО, 86",,False,True,30.385352,60.032027
2758,ПР. М. ТОРЕЗА УГ. УЛ. ЕСЕНИНА,"ПР. ТОРЕЗА, УГ. УЛ. ЕСЕНИНА",,False,True,30.325247,60.024987
2759,"ДЕР. ОРЖИЦЫ, ШКОЛА","ДЕР. ОРЖИЦЫ, ШКОЛА",,False,False,29.71018,59.75665
2760,ШКОЛА,ШКОЛА,,False,False,29.70887,59.75607
2761,"ПР. М. ТОРЕЗА,82","ПР. ТОРЕЗА, 82",,False,True,30.337811,60.01641
2762,ДЕР. ВИЛЬПОВИЦЫ,ДЕР. ВИЛЬПОВИЦЫ,,False,False,29.68875,59.75209
2763,УЛ. ЦИОЛКОВСКОГО,УЛ. ЦИОЛКОВСКОГО,,False,False,30.281786,59.913365
2764,"ПР. ТОРЕЗА,21","ПР. ТОРЕЗА, 21",,False,True,30.359951,60.002099
2765,"ПР. КУЛЬТУРЫ,29","ПР. КУЛЬТУРЫ, 29",,False,True,30.378373,60.048646
2766,ШВЕЙЦАРСКАЯ УЛ. ПО УЛ. ПОБЕДЫ,ШВЕЙЦАРСКАЯ УЛ. (ПО УЛ. ПОБЕДЫ),,False,True,29.772756,59.906038
2767,ДЕР. КЛЯСИНО,ДЕР. КЛЯСИНО,,False,False,29.574509,59.661412
2768,ПР. КУЛЬТУРЫ УГ.ПР. ПРОСВЕЩЕНИЯ,"ПР. КУЛЬТУРЫ, УГ. ПР. ПРОСВЕЩЕНИЯ",,False,True,30.375774,60.044283
2769,"ПР. ЛЕНИНА,53","ПР. ЛЕНИНА, 53",,False,True,30.569448,59.75011
2770,АЛЕКСАНДРОВСКАЯ УЛ.,АЛЕКСАНДРОВСКАЯ УЛ.,,False,False,29.77473,59.90993
2771,"ПР. ЛЕНИНА, УГ. УЛ. ТАНКИСТОВ","ПР. ЛЕНИНА, УГ. УЛ. ТАНКИСТОВ",,False,False,30.56159,59.74993
2772,УЛ. ТАНКИСТА ХРУСТИЦКОГО,УЛ. ТАНКИСТА ХРУСТИЦКОГО,,False,False,30.258155,59.834026
2773,УЛ. КОМПОЗИТОРОВ,УЛ. КОМПОЗИТОРОВ,,False,False,30.321315,60.044436
2774,ПР. ЛУНАЧАРСКОГО УГ. ПР. ХУДОЖНИКОВ,"ПР. ЛУНАЧАРСКОГО, УГ. ПР. ХУДОЖНИКОВ",,False,True,30.34719,60.03979
2775,"ПР. МАРШАЛА ЖУКОВА,УГ. ПР. ВЕТЕРАНОВ","ПР. МАРШАЛА ЖУКОВА, УГ. ПР. ВЕТЕРАНОВ",,False,True,30.196415,59.832884
2776,ЗВЕЗДНАЯ УЛ.,ЗВЁЗДНАЯ УЛ.,,False,True,30.342908,59.831834
2777,"ПР. МАРШАЛА ЖУКОВА,УГ. ПР. СТАЧЕК","ПР. МАРШАЛА ЖУКОВА, УГ. ПР. СТАЧЕК",,False,True,30.221401,59.846825
2778,"ПР. МАРШАЛА ЖУКОВА,УГ. УЛ. МАРШАЛА ЗАХАРОВА","ПР. МАРШАЛА ЖУКОВА, УГ. УЛ. МАРШАЛА ЗАХАРОВА",,False,True,30.217295,59.848717
2779,ЗВЕЗДНАЯ УЛ.,ЗВЁЗДНАЯ УЛ.,,False,True,30.343466,59.831125
2780,ПР. МЕТАЛЛИСТОВ,ПР. МЕТАЛЛИСТОВ,,False,False,30.42355,59.959475
2781,"МОСКОВСКОЕ ШОССЕ, 16","МОСКОВСКОЕ ШОССЕ, 16",,False,False,30.338354,59.833864
2782,ПР. МЕТАЛЛИСТОВ,ПР. МЕТАЛЛИСТОВ,,False,False,30.398232,59.972036
2783,"МОСКОВСКОЕ ШОССЕ, 16","МОСКОВСКОЕ ШОССЕ, 16",,False,False,30.338493,59.834279
2784,ПР. МЕТАЛЛИСТОВ,ПР. МЕТАЛЛИСТОВ,,False,False,30.42254,59.95325
2785,"УЛ. ПОДВОДНИКА КУЗЬМИНА, УГ. БУЛЬВАРА НОВАТОРОВ","УЛ. ПОДВОДНИКА КУЗЬМИНА, УГ. БУЛЬВ. НОВАТОРОВ",,False,True,30.266433,59.843931
2786,"РИЖСКИЙ ПР., 17","РИЖСКИЙ ПР., 17",,False,False,30.288298,59.913569
2787,ПР. МАРШАЛА БЛЮХЕРА,ПР. МАРШАЛА БЛЮХЕРА,,False,False,30.436262,59.976189
2788,УЛ. ЦИОЛКОВСКОГО,УЛ. ЦИОЛКОВСКОГО,,False,False,30.281705,59.913537
2789,ПР. МАРШАЛА БЛЮХЕРА,ПР. МАРШАЛА БЛЮХЕРА,,False,False,30.414769,59.974472
2790,ЛЕРМОНТОВСКИЙ ПР.,ЛЕРМОНТОВСКИЙ ПР.,,False,False,30.295995,59.91383
2791,"ПР. МАРШАЛА БЛЮХЕРА,УГ. КОНДРАТЬЕВСКОГО ПР.","ПР. МАРШАЛА БЛЮХЕРА, УГ. КОНДРАТЬЕВСКОГО ПР.",,False,True,30.394102,59.978951
2792,"РИЖСКИЙ ПР., 17","РИЖСКИЙ ПР., 17",,False,False,30.287562,59.913749
2793,"ПР. МАРШАЛА ЖУКОВА,30","ПР. МАРШАЛА ЖУКОВА, 30",,False,True,30.228822,59.85704
2794,"ПР. МАРШАЛА ЖУКОВА,32","ПР. МАРШАЛА ЖУКОВА, 32",,False,True,30.226688,59.855591
2795,"ПР. МАРШАЛА ЖУКОВА,60","ПР. МАРШАЛА ЖУКОВА, 60",,False,True,30.203141,59.83906
2796,"ПР. МАРШАЛА ЖУКОВА,УГ. ЛЕНИНСКОГО ПР.","ПР. МАРШАЛА ЖУКОВА, УГ. ЛЕНИНСКОГО ПР.",,False,True,30.223024,59.851787
2797,"ПР. ЕЛИЗАРОВА,УГ. УЛ. СЕДОВА","ПР. ЕЛИЗАРОВА, УГ. УЛ. СЕДОВА",,False,True,30.41497,59.89292
2798,БАЗА АНИИ,БАЗА АНИИ,,False,False,30.207585,60.046268
2799,"ПР. ВЕТЕРАНОВ,УГ. УЛ. ПОГР. ГАРЬКАВОГО","ПР. ВЕТЕРАНОВ, УГ. УЛ. ПОГРАНИЧНИКА ГАРЬКАВОГО",,False,True,30.146524,59.834841
2800,РЫНОК,РЫНОК,,False,False,29.76841,59.91535
2801,"ПР. ВЕТЕРАНОВ,УГ. УЛ. ПАРТИЗАНА ГЕРМАНА","ПР. ВЕТЕРАНОВ, УГ. УЛ. ПАРТИЗАНА ГЕРМАНА",,False,True,30.17546,59.83251
2802,"ПР. КОРОЛЕВА,ПОЛИКЛИНИКА","ПР. КОРОЛЁВА, ПОЛИКЛИНИКА",,False,True,30.290886,60.009867
2803,УЛ. ПОБЕДЫ,УЛ. ПОБЕДЫ,,False,False,29.77627,59.9095
2804,ПР. КОРОЛЕВА,ПР. КОРОЛЁВА,,False,True,30.295493,60.00907
2805,"ПР. ИСПЫТАТЕЛЕЙ,УНИВЕРСАМ","ПР. ИСПЫТАТЕЛЕЙ, УНИВЕРСАМ",,False,True,30.289934,60.004218
2806,"ПР. БУДЕННОГО,ТРАМВАЙНАЯ ОСТАНОВКА","ПР. БУДЁННОГО, ТРАМВАЙНАЯ ОСТАНОВКА",,False,True,30.090708,59.851251
2807,АЛЕКСАНДРОВСКАЯ УЛ.,АЛЕКСАНДРОВСКАЯ УЛ.,,False,False,29.783866,59.908102
2808,ПР. БУДЕННОГО,ПР. БУДЁННОГО,,False,True,30.09158,59.852968
2809,"ПР. БОЛЬШЕВИКОВ,УГ. ОКТЯБРЬСКОЙ НАБ.","ПР. БОЛЬШЕВИКОВ, УГ. ОКТЯБРЬСКОЙ НАБ.",,False,True,30.478131,59.871626
2810,"ШВЕЙЦАРСКАЯ УЛ., ПО ОРАНИЕНБАУМСКОМУ ПР.",ШВЕЙЦАРСКАЯ УЛ. (ПО ОРАНИЕНБАУМСКОМУ ПР.),,False,True,29.781366,59.902921
2811,"ПР. БОЛЬШЕВИКОВ,77","ПР. БОЛЬШЕВИКОВ, 77",,False,True,30.479017,59.874139
2812,"ЖИЛГОРОДОК, 2","ЖИЛГОРОДОК, 2",,False,False,30.241789,60.057692
2813,"УНИВЕРСАМ ""ТАЛЛИНСКИЙ""","УНИВЕРСАМ ""ТАЛЛИНСКИЙ""",,False,False,30.213124,59.833194
2814,ПР. ВЕТЕРАНОВ,ПР. ВЕТЕРАНОВ,,False,False,30.195736,59.833572
2815,УЛ. КРАСНОГО ФЛОТА,УЛ. КРАСНОГО ФЛОТА,,False,False,29.78067,59.90866
2816,ПР. ВЕТЕРАНОВ,ПР. ВЕТЕРАНОВ,,False,False,30.156314,59.834058
2817,ОРАНИЕНБАУМСКИЙ ПР. 49,ОРАНИЕНБАУМСКИЙ ПР. 49,,False,False,29.77387,59.89536
2818,УЛ. ФЕДЮНИНСКОГО ПО ОРАНИЕНБАУМСКОМУ ПР.,УЛ. ФЕДЮНИНСКОГО (ПО ОРАНИЕНБАУМСКОМУ ПР.),,False,True,29.77749,59.89929
2819,"ПР. КОСЫГИНА,УГ. ПР. НАСТАВНИКОВ","ПР. КОСЫГИНА, УГ. ПР. НАСТАВНИКОВ",,False,True,30.49176,59.945018
2820,ДЕР. ДЯТЛИЦЫ,ДЕР. ДЯТЛИЦЫ,,False,False,29.64175,59.69528
2821,ПР. КОСЫГИНА,ПР. КОСЫГИНА,,False,False,30.505113,59.944463
2822,ДЕР. ДЯТЛИЦЫ,ДЕР. ДЯТЛИЦЫ,,False,False,29.641682,59.695546
2823,"КВАРТАЛ ""ЮЖНЫЙ""","КВАРТАЛ ""ЮЖНЫЙ""",,False,False,29.767692,59.897728
2824,ПР. КУЗНЕЦОВА,ПР. КУЗНЕЦОВА,,False,False,30.187874,59.859542
2825,ДЕР. КРАСНЫЙ БОР,ДЕР. КРАСНЫЙ БОР,,False,False,29.61213,59.68432
2826,ПР. КУЛЬТУРЫ ПО ПР. ЛУНАЧАРСКОГО,ПР. КУЛЬТУРЫ (ПО ПР. ЛУНАЧАРСКОГО),,False,True,30.367434,60.035713
2827,ЮЖНЫЙ ПРОЕЗД,ЮЖНЫЙ ПРОЕЗД,,False,False,29.76819,59.89501
2828,ДЕР. КРАСНЫЙ БОР,ДЕР. КРАСНЫЙ БОР,,False,False,29.61202,59.68456
2829,"ПР. КОСЫГИНА,УНИВЕРСАМ","ПР. КОСЫГИНА, УНИВЕРСАМ",,False,True,30.498006,59.945165
2830,ПР. КОСМОНАВТОВ,ПР. КОСМОНАВТОВ,,False,False,30.350919,59.852836
2831,ПР. КОСМОНАВТОВ,ПР. КОСМОНАВТОВ,,False,False,30.362,59.832261
2832,ШВЕЙЦАРСКАЯ УЛ. ПО ОРАНИЕНБАУМСКОМУ ПР.,ШВЕЙЦАРСКАЯ УЛ. (ПО ОРАНИЕНБАУМСКОМУ ПР.),,False,True,29.78097,59.90302
2833,"ПР. КОСМОНАВТОВ,УГ. ЗВЕЗДНОЙ УЛ.","ПР. КОСМОНАВТОВ, УГ. ЗВЁЗДНОЙ УЛ.",,False,True,30.36022,59.83392
2834,"ПР. КОСМОНАВТОВ,УГ. КУЗНЕЦОВСКОЙ УЛ.","ПР. КОСМОНАВТОВ, УГ. КУЗНЕЦОВСКОЙ УЛ.",,False,True,30.3453,59.872011
2835,ПР. КОСМОНАВТОВ,ПР. КОСМОНАВТОВ,,False,False,30.36128,59.83459
2836,УЛ. КРАСНОГО ФЛОТА,УЛ. КРАСНОГО ФЛОТА,,False,False,29.78039,59.9086
2837,"ПР. КОСМОНАВТОВ,74","ПР. КОСМОНАВТОВ, 74",,False,True,30.358478,59.838129
2838, УЛ. ДОБЛЕСТИ,УЛ. ДОБЛЕСТИ,,False,True,30.178968,59.860785
2839,"УЛ. ЗИНЫ ПОРТНОВОЙ, УГ. ЛЕНИНСКОГО ПР. ","УЛ. ЗИНЫ ПОРТНОВОЙ, УГ. ЛЕНИНСКОГО ПР.",,False,True,30.256098,59.851262
2840,ЛЕНСКАЯ УЛ.,ЛЕНСКАЯ УЛ.,,False,False,30.477415,59.941712
2841,ЛЕНСКАЯ УЛ.,ЛЕНСКАЯ УЛ.,,False,False,30.503891,59.938751
2842,МОРСКОЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ,МОРСКОЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ,,False,False,30.226932,59.851784
2843,"ЛЕНИНСКИЙ ПР.,156","ЛЕНИНСКИЙ ПР., 156",,False,True,30.29792,59.852017
2844,"ЛЕНИНСКИЙ ПР.,79","ЛЕНИНСКИЙ ПР., 79",,False,True,30.194383,59.858137
2845,"ЛЕНИНСКИЙ ПР.,УГ. ВАРШАВСКОЙ УЛ.","ЛЕНИНСКИЙ ПР., УГ. ВАРШАВСКОЙ УЛ.",,False,True,30.314584,59.851554
2846,ЛЕСНАЯ УЛ.,ЛЕСНАЯ УЛ.,,False,False,29.81059,59.90778
2847,ЛЕТНИЙ САД,ЛЕТНИЙ САД,,False,False,30.334933,59.941817
2848,"ЛИГОВСКИЙ ПР.,УГ. МОСКОВСКОГО ПР.","ЛИГОВСКИЙ ПР., УГ. МОСКОВСКОГО ПР.",,False,True,30.323054,59.89295
2849,ЛЕНСКАЯ УЛ. ПО ПР. НАСТАВНИКОВ,ЛЕНСКАЯ УЛ. (ПО ПР. НАСТАВНИКОВ),,False,True,30.489835,59.940606
2850,ЛЕНСКАЯ УЛ. УГ. БЕЛОРУССКОЙ УЛ.,"ЛЕНСКАЯ УЛ., УГ. БЕЛОРУССКОЙ УЛ.",,False,True,30.502373,59.939403
2851,ЛЕРМОНТОВСКИЙ ПР.,ЛЕРМОНТОВСКИЙ ПР.,,False,False,30.29411,59.919569
2852,"МАГАЗИН ""ВЕСНА""","МАГАЗИН ""ВЕСНА""",,False,False,30.400383,59.975004
2853,ЛУЖСКАЯ УЛ.,ЛУЖСКАЯ УЛ.,,False,False,30.424919,60.022271
2854,МАЛАЯ БАЛКАНСКАЯ УЛ. ПО УЛ. Я. ГАШЕКА,МАЛАЯ БАЛКАНСКАЯ УЛ. (ПО УЛ. ЯРОСЛАВА ГАШЕКА),,False,True,30.38431,59.83124
2855,"МАГАЗИН ""СТРОИТЕЛЬ""","МАГАЗИН ""СТРОИТЕЛЬ""",,False,False,30.224033,59.949544
2856,ЛИТОВСКАЯ УЛ.,ЛИТОВСКАЯ УЛ.,,False,False,30.36761,59.9773
2857,ЛИТЕЙНЫЙ ПР.,ЛИТЕЙНЫЙ ПР.,,False,False,30.346677,59.93266
2858,ЛИФЛЯНДСКАЯ УЛ.,ЛИФЛЯНДСКАЯ УЛ.,,False,False,30.263008,59.909
2859,"СТ. МЕТРО ""НОВОЧЕРКАССКАЯ"" (ТЕСТ)","СТ. МЕТРО ""НОВОЧЕРКАССКАЯ"" (ТЕСТ)",,False,False,30.41198,59.928363
2860,МАНЧЕСТЕРСКАЯ УЛ.,МАНЧЕСТЕРСКАЯ УЛ.,,False,False,30.324555,60.010632
2861,МАЛЬЦЕВСКИЙ РЫНОК,МАЛЬЦЕВСКИЙ РЫНОК,,False,False,30.36669,59.938265
2862,МАСЛЯНЫЙ ПЕРЕУЛОК,МАСЛЯНЫЙ ПЕР.,,False,True,30.324535,59.909906
2863,УЛ. МАРШАЛА ЗАХАРОВА,УЛ. МАРШАЛА ЗАХАРОВА,,False,False,30.174417,59.857734
2864,МАНЧЕСТЕРСКАЯ УЛ.,МАНЧЕСТЕРСКАЯ УЛ.,,False,False,30.343599,60.012713
